claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
10635,10635,Toyota,Urban,Male,Single,26,Third Party,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Feb,0
10636,10636,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,1995-Feb,0
10637,10637,Mazda,Urban,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Feb,0
10638,10638,Pontiac,Urban,Female,Single,29,Policy Holder,Sedan - Liability,Sport,less than 20000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Feb,0
10639,10639,Toyota,Urban,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1995-Feb,0
10640,10640,Pontiac,Urban,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Mar,0
10641,10641,Chevrolet,Urban,Male,Married,47,Third Party,Utility - Liability,Utility,more than 69000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Mar,0
10642,10642,Mazda,Urban,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Mar,0
10643,10643,Honda,Urban,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,1
10644,10644,Pontiac,Urban,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,2 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10645,10645,Honda,Urban,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Mar,0
10646,10646,Honda,Urban,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Apr,0
10647,10647,Pontiac,Urban,Female,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Apr,0
10648,10648,Chevrolet,Urban,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,1 year,2 vehicles,Liability,1995-Apr,0
10649,10649,Pontiac,Urban,Female,Single,23,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,none,no change,1 vehicle,All Perils,1995-Apr,0
10650,10650,Mazda,Rural,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Apr,0
10651,10651,Ford,Urban,Female,Single,60,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Apr,0
10652,10652,Chevrolet,Rural,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,All Perils,1995-May,0
10653,10653,Pontiac,Urban,Male,Married,37,Third Party,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1995-May,0
10654,10654,Accura,Urban,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1995-May,0
10655,10655,Chevrolet,Urban,Male,Married,51,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Mar,0
10656,10656,Honda,Rural,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Jun,0
10657,10657,Mazda,Urban,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,Collision,1995-Sep,0
10658,10658,Chevrolet,Rural,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Sep,0
10659,10659,Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Oct,0
10660,10660,Mazda,Urban,Male,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,500,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,Liability,1995-Oct,0
10661,10661,Chevrolet,Urban,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,3 to 4,Liability,1995-Nov,0
10662,10662,Pontiac,Rural,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,less than 20000,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Jan,0
10663,10663,Honda,Urban,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Feb,0
10664,10664,Toyota,Urban,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Feb,0
10665,10665,Pontiac,Urban,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,700,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Feb,0
10666,10666,Toyota,Urban,Male,Married,44,Third Party,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Feb,0
10667,10667,Toyota,Urban,Female,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,Internal,3 to 5,no change,1 vehicle,Collision,1995-Feb,0
10668,10668,Honda,Urban,Male,Married,35,Policy Holder,Sport - Collision,Sport,more than 69000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,1
10669,10669,Mazda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,Liability,1995-Feb,0
10670,10670,Accura,Urban,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Feb,0
10671,10671,Honda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10672,10672,Saturn,Urban,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10673,10673,Mazda,Rural,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10674,10674,Chevrolet,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,0
10675,10675,Mazda,Urban,Female,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Mar,0
10676,10676,Honda,Urban,Male,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Apr,0
10677,10677,Pontiac,Urban,Male,Married,52,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Apr,0
10678,10678,Honda,Urban,Male,Married,69,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Apr,0
10679,10679,Pontiac,Rural,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Mar,0
10680,10680,Pontiac,Urban,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10681,10681,Pontiac,Urban,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10682,10682,Chevrolet,Urban,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Jun,0
10683,10683,Honda,Urban,Female,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Jun,0
10684,10684,Toyota,Urban,Female,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10685,10685,Chevrolet,Urban,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Jul,0
10686,10686,Pontiac,Urban,Male,Married,33,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Jul,0
10687,10687,Mazda,Urban,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Sep,0
10688,10688,Honda,Urban,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Nov,0
10689,10689,Toyota,Urban,Female,Single,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Nov,0
10690,10690,Pontiac,Rural,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Collision,1995-Nov,0
10691,10691,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Nov,0
10692,10692,Honda,Urban,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,1
10693,10693,Chevrolet,Rural,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Nov,0
10694,10694,Mazda,Urban,Male,Married,44,Third Party,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10695,10695,Pontiac,Urban,Female,Single,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Aug,0
10696,10696,Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Aug,0
10697,10697,Chevrolet,Rural,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Jul,0
10698,10698,Chevrolet,Rural,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10699,10699,Pontiac,Urban,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,Collision,1995-Mar,1
10700,10700,Honda,Urban,Female,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Jul,0
10701,10701,Honda,Urban,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Jul,0
10702,10702,Dodge,Urban,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,Liability,1995-Jul,0
10703,10703,Toyota,Urban,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,1
10704,10704,Accura,Urban,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Mar,1
10705,10705,Mazda,Urban,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Jul,0
10706,10706,Toyota,Urban,Male,Married,77,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10707,10707,Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Jun,0
10708,10708,Honda,Urban,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Jun,0
10709,10709,Mazda,Urban,Male,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Jun,0
10710,10710,Honda,Urban,Female,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,All Perils,1995-Mar,0
10711,10711,Pontiac,Urban,Female,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,500,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,2 vehicles,Collision,1995-May,1
10712,10712,Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-May,0
10713,10713,Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-May,0
10714,10714,Toyota,Urban,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-May,0
10715,10715,Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Collision,1995-Apr,0
10716,10716,Mazda,Urban,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1995-Apr,0
10717,10717,Honda,Urban,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,1995-Apr,0
10718,10718,Pontiac,Urban,Male,Married,38,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10719,10719,Toyota,Urban,Male,Married,35,Third Party,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Mar,0
10720,10720,Honda,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Mar,0
10721,10721,Accura,Urban,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,Collision,1995-Mar,0
10722,10722,Pontiac,Urban,Female,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Mar,0
